S2ID|Name|Instrument|IssuerID|ISOCountryCode|ISOCurrencyCode|RootID|StartDate|EndDate
CANACL1|AECON GROUP INC|STOCK|A00266|CAN|CAD|CANACL1|20010628|20751231
CANACM1|ARTOPEX INTL INC|STOCK|A72076|CAN|CAD|CANACM1|19961231|19981231
CANACO1|ASAMERA MINERALS INC|STOCK|A72077|CAN|CAD|CANACO1|19961231|19981231
CANACP1|ASBESTOS LTD|STOCK|A00276|CAN|CAD|CANACP1|19961231|20751231
CANACR1|ASTRAL COMMUNICATION A|STOCK|A00293|CAN|CAD|CANACR1|19961231|19990111
CANACR1|ASTRAL COMMUNICATIONS INC A|STOCK|A00293|CAN|CAD|CANACR1|19990112|20000523
CANACR1|ASTRAL MEDIA INC A|STOCK|A00293|CAN|CAD|CANACR1|20000524|20041101
CANACR1|ASTRAL MEDIA INC|STOCK|A00293|CAN|CAD|CANACR1|20041102|20060516
CANACR1|ASTRAL MEDIA INC A|STOCK|A00293|CAN|CAD|CANACR1|20060517|20130708
CANACR2|ASTRAL BELLEVUE PATH B|STOCK|A00293|CAN|CAD|CANACR2|19961231|19970214
CANACR2|ASTRAL COMMUNICATIONS|STOCK|A00293|CAN|CAD|CANACR2|19970215|19990111
CANACR2|ASTRAL COMMUNICATIONS INC B|STOCK|A00293|CAN|CAD|CANACR2|19990112|20000523
CANACR2|ASTRAL MEDIA INC B|STOCK|A00293|CAN|CAD|CANACR2|20000524|20041101
CANACR2|ASTRAL MEDIA INC|STOCK|A00293|CAN|CAD|CANACR2|20041102|20060516
CANACR2|ASTRAL MEDIA INC B|STOCK|A00293|CAN|CAD|CANACR2|20060517|20130708
CANACS2|ATCO LTD|STOCK|A00297|CAN|CAD|CANACS2|19961231|20751231
CANACS3|ATCO LTD|STOCK|A00297|CAN|CAD|CANACS3|19961231|20751231
CANACS4|ATCO LTD|STOCK|A00297|CAN|CAD|CANACS4|20010710|20100409
CANACT1|ATEBA MINES INC|STOCK|A48926|CAN|CAD|CANACT1|19961231|20010821
CANACU1|ATHABASKA GOLD RESOURC|STOCK|A50035|CAN|CAD|CANACU1|19961231|19990111
CANACU1|ATHABASKA GOLD RES LTD|STOCK|A50035|CAN|CAD|CANACU1|19990112|20010820
CANACV1|ATLANTA GOLD CORP|STOCK|A55820|CAN|CAD|CANACV1|19961231|19970414
CANACV1|TWIN GOLD CORP|STOCK|A55820|CAN|CAD|CANACV1|19970415|20000606
CANACV1|TWIN MINING CORP|STOCK|A55820|CAN|CAD|CANACV1|20000607|20070327
CANACV1|ATLANTA GOLD INC|STOCK|A55820|CAN|CAD|CANACV1|20070328|20751231
CANACW1|ATLANTIC COAST COPPER|STOCK|A51143|CAN|CAD|CANACW1|19961231|19990111
CANACW1|ATLANTIC COAST COPPER LTD|STOCK|A51143|CAN|CAD|CANACW1|19990112|19990226
CANACY1|ATLANTIS RES LTD|STOCK|A72078|CAN|CAD|CANACY1|19961231|19981231
CANADA1|AUBERGES DES GOUVERNEU|STOCK|A72079|CAN|CAD|CANADA1|19961231|19981231
CANADC1|AUDREY RES LTD|STOCK|A00308|CAN|CAD|CANADC1|19961231|19981231
CANADE1|AUR RES INC|STOCK|A06823|CAN|CAD|CANADE1|19961231|20070930
CANADF1|AUTREX INC|STOCK|A00320|CAN|CAD|CANADF1|19961231|19990111
CANADF1|AUTREX INC A|STOCK|A00320|CAN|CAD|CANADF1|19990112|19991102
CANADF1|AUTREX INC|STOCK|A00320|CAN|CAD|CANADF1|19991103|20000831
CANADG1|AVCORP INDS INC|STOCK|A00324|CAN|CAD|CANADG1|19961231|20751231
CANADH1|AVINDA VIDEO INC|STOCK|A72080|CAN|CAD|CANADH1|19961231|19981231
CANADJ1|BCE INC|STOCK|A08152|CAN|CAD|CANADJ1|19961231|20751231
CANADJ2|BCE INC|STOCK|A08152|CAN|CAD|CANADJ2|19961231|20050215
CANADJ2|BELL TEL CO CDA-BELL CDA|STOCK|A08152|CAN|CAD|CANADJ2|20050216|20070131
CANADJ3|BELL TEL CO CDA-BELL CDA|STOCK|A08152|CAN|CAD|CANADJ3|19961231|20070828
CANADJ3|BCE INC|STOCK|A08152|CAN|CAD|CANADJ3|20070829|20751231
CANADJ4|BCE INC|STOCK|A08152|CAN|CAD|CANADJ4|19961231|20010821
CANADJ5|BCE INC|STOCK|A08152|CAN|CAD|CANADJ5|19961231|20751231
CANADJ6|BCE INC|STOCK|A08152|CAN|CAD|CANADJ6|19971218|20751231
CANADJ7|BELL TEL CO CDA-BELL CDA|STOCK|A08152|CAN|CAD|CANADJ7|19991222|20070131
CANADJ8|BCE INC|STOCK|A08152|CAN|CAD|CANADJ8|20001124|20751231
CANADJ9|BELL TEL CO CDA-BELL CDA|STOCK|A08152|CAN|CAD|CANADJ9|20010330|20070131
CANADJA|BCE INC|STOCK|A08152|CAN|CAD|CANADJA|20030228|20751231
CANADJB|BELL TEL CO CDA-BELL CDA|STOCK|A08152|CAN|CAD|CANADJB|20010618|20070131
CANADJC|BCE INC|STOCK|A08152|CAN|CAD|CANADJC|20020301|20751231
CANADJD|BCE INC|STOCK|A08152|CAN|CAD|CANADJD|20021122|20751231
CANADJE|BCE INC|STOCK|A08152|CAN|CAD|CANADJE|20061021|20751231
CANADJF|BCE INC|STOCK|A08152|CAN|CAD|CANADJF|20070201|20751231
CANADJG|BCE INC|STOCK|A08152|CAN|CAD|CANADJG|20070201|20751231
CANADJH|BCE INC|STOCK|A08152|CAN|CAD|CANADJH|20070201|20751231
CANADJI|BCE INC|STOCK|A08152|CAN|CAD|CANADJI|20070201|20751231
CANADJJ|BCE INC|STOCK|A08152|CAN|CAD|CANADJJ|20070201|20751231
CANADJK|BCE CUMULATIVE REDEEMABLE|STOCK|A08152|CAN|CAD|CANADJK|20080331|20751231
CANADJL|BCE INC|STOCK|A08152|CAN|CAD|CANADJL|20110707|20751231
CANADK1|B C BANCORP|STOCK|A00339|CAN|CAD|CANADK1|19961231|19981231
CANADL1|BF RLTY HLDGS LTD|STOCK|A00340|CAN|CAD|CANADL1|19961231|19981231
CANADM1|BCE MOBILE COMMUNICATI|STOCK|A00341|CAN|CAD|CANADM1|19961231|19990111
CANADM1|BCE MOBILE COMMUNICATION INC|STOCK|A00341|CAN|CAD|CANADM1|19990112|19991001
CANADN1|BC GAS UTILITY LTD|STOCK|A00342|CAN|CAD|CANADN1|19961231|19990111
CANADN1|BC GAS INC B C|STOCK|A00342|CAN|CAD|CANADN1|19990112|20030505
CANADN1|TERASEN INC|STOCK|A00342|CAN|CAD|CANADN1|20030506|20051205
CANADN3|BC GAS UTILITY LTD|STOCK|A00342|CAN|CAD|CANADN3|19961231|20010821
CANADN4|BC GAS INC B C|STOCK|A00342|CAN|CAD|CANADN4|20011120|20020329
CANADO1|B C SUGAR REFINERY LTD|STOCK|A00344|CAN|CAD|CANADO1|19961231|19981231
CANADP1|B C RAIL LTD|STOCK|A00347|CAN|CAD|CANADP1|19961231|19981231
CANADQ1|BCU INDUSTRIES LTD|STOCK|A72081|CAN|CAD|CANADQ1|19961231|19981231
CANADR1|B CORP|STOCK|A88022|CAN|CAD|CANADR1|19961231|19991230
CANADS1|BGR PRECIOUS METALS IN|STOCK|A00350|CAN|CAD|CANADS1|19961231|19990111
CANADS1|BGR PRECIOUS METALS INC A|STOCK|A00350|CAN|CAD|CANADS1|19990112|19990623
CANADS1|DUNDEE PRECIOUS METALS INC A|STOCK|A00350|CAN|CAD|CANADS1|19990624|20040421
CANADS1|DUNDEE PRECIOUS METALS INC|STOCK|A00350|CAN|CAD|CANADS1|20040422|20751231
CANADT1|OSF INC|STOCK|A02767|CAN|CAD|CANADT1|19961231|20000831
CANADU1|SYSTEMS XCELLENCE INC|STOCK|A52253|CAN|CAD|CANADU1|19961231|20070731
CANADU1|SXC HEALTH SOLUTIONS CORP|STOCK|A52253|CAN|CAD|CANADU1|20070801|20120710
CANADU1|CATAMARAN CORP|STOCK|A52253|CAN|CAD|CANADU1|20120711|20751231
CANADW1|BMO NT FINL CORP|STOCK|A72082|CAN|CAD|CANADW1|19961231|19981231
CANADX1|BMO II FINL CORP|STOCK|A72083|CAN|CAD|CANADX1|19961231|19981231
CANADY1|BMTC GROUP INC|STOCK|A08836|CAN|CAD|CANADY1|19961231|19990111
CANADY1|BMTC GROUP INC A|STOCK|A08836|CAN|CAD|CANADY1|19990112|20041109
CANADY1|BMTC GROUP INC|STOCK|A08836|CAN|CAD|CANADY1|20041110|20060525
CANADY1|BMTC GROUP INC A|STOCK|A08836|CAN|CAD|CANADY1|20060526|20751231
CANADZ2|TALISMAN ENERGY INC|STOCK|A37454|CAN|CAD|CANADZ2|19961231|20751231
CANADZ3|TALISMAN ENERGY INC|STOCK|A37454|CAN|CAD|CANADZ3|20111214|20751231
CANAEA1|BRISA INTL S A|STOCK|A00400|CAN|CAD|CANAEA1|19961231|20020214
CANAEB1|BRL ENTERPRISES INC|STOCK|A00363|CAN|CAD|CANAEB1|19961231|19991231
CANAEC1|B Y G NAT RES INC|STOCK|A40958|CAN|CAD|CANAEC1|19961231|20000831
CANAED1|CORDEX PETROLEUMS LTD|STOCK|A42069|CAN|CAD|CANAED1|19961231|19990111
CANAED1|CORDEX PETROLEUMS LTD A|STOCK|A42069|CAN|CAD|CANAED1|19990112|20000831
CANAEE1|BACHELOR LAKE GOLD MIN|STOCK|A72084|CAN|CAD|CANAEE1|19961231|19981231
CANAEF1|X CHEQUER RESOURCES IN|STOCK|A43179|CAN|CAD|CANAEF1|19961231|19990111
CANAEF1|X CHEQUER RESOURCES INC|STOCK|A43179|CAN|CAD|CANAEF1|19990112|20040928
CANAEF1|INTERNATIONAL X CHEQUER RES IN|STOCK|A43179|CAN|CAD|CANAEF1|20040929|20071017
CANAEF1|PASSPORT METALS INC|STOCK|A43179|CAN|CAD|CANAEF1|20071018|20091109
CANAEF1|PASSPORT POTASH INC|STOCK|A43179|CAN|CAD|CANAEF1|20091110|20751231
CANAEG1|BANISTER INC|STOCK|A00334|CAN|CAD|CANAEG1|19961231|19970214
CANAEG1|BANISTER FOUNDATION IN|STOCK|A00334|CAN|CAD|CANAEG1|19970215|19970609
CANAEG1|BFC CONSTR CORP|STOCK|A00334|CAN|CAD|CANAEG1|19970610|20000113
CANAEH1|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH1|19961231|20751231
CANAEH2|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH2|19970325|20041031
CANAEH3|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH3|19980220|20070912
CANAEH4|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH4|19980220|20130225
CANAEH5|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH5|19980508|20081228
CANAEH7|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH7|19961231|20010821
CANAEH8|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH8|20011220|20030630
CANAEH9|BANK MONTREAL QUE|STOCK|A07593|CAN|CAD|CANAEH9|20070117|20751231
CANAEHA|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHA|20110810|20751231
CANAEHB|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHB|20110810|20751231
CANAEHC|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHC|20110810|20751231
CANAEHD|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHD|20110810|20751231
CANAEHE|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHE|20110810|20751231
CANAEHF|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHF|20110810|20751231
CANAEHG|BANK OF MONTREAL|STOCK|A07593|CAN|CAD|CANAEHG|20110810|20751231
CANAEI1|BANK NOVA SCOTIA HALIF|STOCK|A07602|CAN|CAD|CANAEI1|19961231|19990111
CANAEI1|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI1|19990112|20751231
CANAEI2|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI2|19961231|20020731
CANAEI3|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI3|19961231|20030131
CANAEI4|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI4|19961231|20030430
CANAEI5|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI5|19971029|20040128
CANAEI6|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI6|19980714|20131103
CANAEI7|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI7|19961231|20021031
CANAEI8|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI8|20050315|20751231
CANAEI9|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEI9|20070124|20751231
CANAEIA|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEIA|20070405|20101012
CANAEIA|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEIA|20101013|20751231
CANAEIB|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEIB|20080909|20751231
CANAEIC|BANK NOVA SCOTIA HALIFAX|STOCK|A07602|CAN|CAD|CANAEIC|20090121|20751231
CANAEID|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEID|20110810|20751231
CANAEIE|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEIE|20110810|20751231
CANAEIF|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEIF|20110810|20751231
CANAEIG|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEIG|20110810|20751231
CANAEIH|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEIH|20110810|20751231
CANAEII|BANK OF NOVA SCOTIA|STOCK|A07602|CAN|CAD|CANAEII|20110810|20751231
CANAEM1|BARRINGTON PETE LTD|STOCK|A43712|CAN|CAD|CANAEM1|19961231|20010820
CANAEO3|BATON BROADCASTING INC|STOCK|A00402|CAN|CAD|CANAEO3|19961231|19990111
CANAEO3|CTV INC|STOCK|A00402|CAN|CAD|CANAEO3|19990112|20010821
CANAEP2|BEARCAT EXPLS LTD|CROSS_LIST|A00407|CAN|CAD|USABM61|19990112|20000727
CANAEP2|BEARCAT EXPLS LTD|STOCK|A00407|CAN|CAD|CANAEP2|20000728|20030530
CANAEQ1|BEAUFIELD RES LTD|STOCK|A00411|CAN|CAD|CANAEQ1|19961231|20060524
CANAEQ1|BEAUFIELD RES INC|STOCK|A00411|CAN|CAD|CANAEQ1|20060525|20751231
CANAET1|BECKER MILK LTD|STOCK|A55821|CAN|CAD|CANAET1|19961231|19990111
CANAET1|BECKER MILK LTD B|STOCK|A55821|CAN|CAD|CANAET1|19990112|20041028
CANAET1|BECKER MILK LTD|STOCK|A55821|CAN|CAD|CANAET1|20041029|20060514
CANAET1|BECKER MILK LTD B|STOCK|A55821|CAN|CAD|CANAET1|20060515|20751231
CANAEU2|REED STENHOUSE COS LTD|STOCK|A03205|CAN|CAD|CANAEU2|19961231|19981231
CANAEV1|BELMORAL MINES LTD|STOCK|A00419|CAN|CAD|CANAEV1|19961231|19990111
CANAEX1|BESTAR INC|STOCK|A43823|CAN|CAD|CANAEX1|19961231|20091130
CANAEZ1|BETHLEHEM RES CORP|STOCK|A00426|CAN|CAD|CANAEZ1|19961231|19981231
CANAFA1|BIONAIRE INC|STOCK|A00453|CAN|CAD|CANAFA1|19961231|19990111
CANAFB1|BIOMIRA INC|STOCK|A08652|CAN|CAD|CANAFB1|19961231|20071210
CANAFB1|ONCOTHYREON INC|CROSS_LIST|A08652|CAN|CAD|USABT82|20071211|20091022
CANAFC1|BITECH PETROLEUM CORP|STOCK|A00466|CAN|CAD|CANAFC1|19961231|20011031
CANAFD1|BLACK HAWK MNG INC|STOCK|A43934|CAN|CAD|CANAFD1|19961231|20031023
CANAFH1|BLUE RANGE RES CORP  A|STOCK|A69032|CAN|CAD|CANAFH1|19961231|19990111
CANAFH1|BLUE RANGE RES CORP A|STOCK|A69032|CAN|CAD|CANAFH1|19990112|19990217
CANAFI1|ENERMARK INCOME FD|STOCK|A00478|CAN|CAD|CANAFI1|19961231|20010821
CANAFI3|ENERMARK INCOME FD|STOCK|A01329|CAN|CAD|CANAFI3|20001229|20010821
CANAFK1|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK1|19961231|19990111
CANAFK1|BOMBARDIER INC A|STOCK|A08917|CAN|CAD|CANAFK1|19990112|20041212
CANAFK1|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK1|20041213|20060604
CANAFK1|BOMBARDIER INC A|STOCK|A08917|CAN|CAD|CANAFK1|20060605|20751231
CANAFK2|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK2|19961231|19990111
CANAFK2|BOMBARDIER INC B|STOCK|A08917|CAN|CAD|CANAFK2|19990112|20041212
CANAFK2|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK2|20041213|20060604
CANAFK2|BOMBARDIER INC B|STOCK|A08917|CAN|CAD|CANAFK2|20060605|20751231
CANAFK3|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK3|19970522|20751231
CANAFK4|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK4|20020308|20751231
CANAFK5|BOMBARDIER INC|STOCK|A08917|CAN|CAD|CANAFK5|20020726|20751231
CANAFN1|BONAR INC|STOCK|A00481|CAN|CAD|CANAFN1|19961231|19981231
CANAFO1|PRADA HLDGS LTD|STOCK|A00663|CAN|CAD|CANAFO1|19961231|19981231
CANAFP1|BOVAR INC|STOCK|A00495|CAN|CAD|CANAFP1|19961231|19990111
CANAFP1|BOVAR INC A|STOCK|A00495|CAN|CAD|CANAFP1|19990112|20020703
CANAFP1|BOVAR INC|STOCK|A00495|CAN|CAD|CANAFP1|20020704|20030623
CANAFP1|ORBUS PHARMA INC|STOCK|A00495|CAN|CAD|CANAFP1|20030624|20120126
CANAFS1|BRACKNELL CORP|STOCK|A00499|CAN|CAD|CANAFS1|19961231|20021115
CANAFT1|BRAMALEA LTD|STOCK|A00505|CAN|CAD|CANAFT1|19961231|19981231
CANAFW1|BRAMPTON BRICK LTD|STOCK|A00506|CAN|CAD|CANAFW1|19961231|19990111
CANAFW1|BRAMPTON BRICK LTD A|STOCK|A00506|CAN|CAD|CANAFW1|19990112|20041107
CANAFW1|BRAMPTON BRICK LTD|STOCK|A00506|CAN|CAD|CANAFW1|20041108|20060525
CANAFW1|BRAMPTON BRICK LTD A|STOCK|A00506|CAN|CAD|CANAFW1|20060526|20751231
CANAFX1|BRASCAN LTD|STOCK|A14295|CAN|CAD|CANAFX1|19961231|20000831
CANAFY1|BRASCADE RES INC|STOCK|A00511|CAN|CAD|CANAFY1|19961231|19990730
CANAFY2|BRASCADE RES INC|STOCK|A00511|CAN|CAD|CANAFY2|19961231|20070103
CANAFZ1|BREAKWATER RES LTD|STOCK|A00513|CAN|CAD|CANAFZ1|19961231|20110908
CANAGA1|BRENDA MINES LTD|STOCK|A00514|CAN|CAD|CANAGA1|19961231|19981231
CANAGB1|BRESEA RES LTD|STOCK|A88024|CAN|CAD|CANAGB1|19961231|20070604
CANAGC1|BRICK BREWING LTD|STOCK|A44045|CAN|CAD|CANAGC1|19961231|20751231
CANAGE1|BRIGHT T G & CO LTD|STOCK|A00517|CAN|CAD|CANAGE1|19961231|19981231
CANAGF1|CONSOLIDATED BRINCO LT|STOCK|A00519|CAN|CAD|CANAGF1|19961231|19991230
CANAGG1|FLETCHER CHALLENGE CDA|STOCK|A00523|CAN|CAD|CANAGG1|19961231|19990111
CANAGG1|FLETCHER CHALLENGE CDA LTD A|STOCK|A00523|CAN|CAD|CANAGG1|19990112|20001226
CANAGG1|NORSKE SKOG CDA LTD A|STOCK|A00523|CAN|CAD|CANAGG1|20001227|20010903
CANAGG1|NORSKE SKOG CDA LTD|STOCK|A00523|CAN|CAD|CANAGG1|20010904|20051005
CANAGG1|CATALYST PAPER CORP|STOCK|A00523|CAN|CAD|CANAGG1|20051006|20120308
CANAGG2|FLETCHER CHALLENGE LTD|STOCK|A00523|CAN|CAD|CANAGG2|19961231|19981231
CANAGG3|CATALYST PAPER CORPORATION RIGHT|STOCK|A00523|CAN|CAD|CANAGG3|20080307|20080407
CANAGH1|WESTAR GROUP LTD|STOCK|A00525|CAN|CAD|CANAGH1|19961231|20000831
CANAGI1|BC TELECOM INC|STOCK|A00526|CAN|CAD|CANAGI1|19961231|20000831
CANAGJ1|BRUNCOR INC|STOCK|A00533|CAN|CAD|CANAGJ1|19961231|20000831
CANAGK1|BRUNSWICK MNG & SMLT L|STOCK|A00536|CAN|CAD|CANAGK1|19961231|19981231
CANAGL1|BRYNDON VENTURES INC|STOCK|A72086|CAN|CAD|CANAGL1|19961231|19981231
CANAGM1|BUDD CDA INC|STOCK|A00539|CAN|CAD|CANAGM1|19961231|20030525
CANAGM1|THYSSENKRUPP BUDD CDA INC|STOCK|A00539|CAN|CAD|CANAGM1|20030526|20050422
CANAGQ1|CAE INC|STOCK|A09538|CAN|CAD|CANAGQ1|19961231|20751231
CANAGS1|CCL INDS INC|STOCK|A00552|CAN|CAD|CANAGS1|19961231|19990111
CANAGS1|CCL INDS INC B|STOCK|A00552|CAN|CAD|CANAGS1|19990112|20041121
CANAGS1|CCL INDS INC|STOCK|A00552|CAN|CAD|CANAGS1|20041122|20060604
CANAGS1|CCL INDS INC B|STOCK|A00552|CAN|CAD|CANAGS1|20060605|20751231
CANAGS2|CCL INDS INC  A|STOCK|A00552|CAN|CAD|CANAGS2|19961231|19990111
CANAGS2|CCL INDS INC A|STOCK|A00552|CAN|CAD|CANAGS2|19990112|20751231
CANAGT1|CFS GROUP INC|STOCK|A00553|CAN|CAD|CANAGT1|19961231|20010731
CANAGV1|CFCF INC|STOCK|A00564|CAN|CAD|CANAGV1|19961231|19981231
CANAGW1|CGC INC|STOCK|A00565|CAN|CAD|CANAGW1|19961231|20000831
CANAGX2|CHC HELICOPTER CORP A|STOCK|A10513|CAN|CAD|CANAGX2|19961231|20041114
CANAGX2|CHC HELICOPTER CORP|STOCK|A10513|CAN|CAD|CANAGX2|20041115|20060530
CANAGX2|CHC HELICOPTER CORP A|STOCK|A10513|CAN|CAD|CANAGX2|20060531|20080921
CANAGX3|CHC HELICOPTER CORP B|STOCK|A10513|CAN|CAD|CANAGX3|19961231|20041114
CANAGX3|CHC HELICOPTER CORP|STOCK|A10513|CAN|CAD|CANAGX3|20041115|20060530
CANAGX3|CHC HELICOPTER CORP B|STOCK|A10513|CAN|CAD|CANAGX3|20060531|20080921
CANAGZ1|CM NT EQUITY CORP|STOCK|A00570|CAN|CAD|CANAGZ1|19961231|19981231
CANAHC1|CM PREF CORP|STOCK|A72087|CAN|CAD|CANAHC1|19961231|19981231
CANAHD1|CSA MGMT INC|STOCK|A70691|CAN|CAD|CANAHD1|19961231|19990111
CANAHD1|CSA MGMT INC A|STOCK|A70691|CAN|CAD|CANAHD1|19990112|20001101
CANAHD1|CSA MGMT INC|STOCK|A70691|CAN|CAD|CANAHD1|20001102|20010731
CANAHE1|CS RES LTD|STOCK|A72088|CAN|CAD|CANAHE1|19961231|20000831
CANAHF1|CT FINL SVCS INC|STOCK|A00587|CAN|CAD|CANAHF1|19961231|20000202
CANAHF2|CANADA TRUSTCO MTG CO|STOCK|A00587|CAN|CAD|CANAHF2|19961231|20010821
CANAHF3|CT FINL SVCS INC|STOCK|A00587|CAN|CAD|CANAHF3|19990112|20011130
CANAHF4|CT FINL SVCS INC|STOCK|A00587|CAN|CAD|CANAHF4|19961231|20010731
CANAHG1|CABRE EXPL LTD|STOCK|A44156|CAN|CAD|CANAHG1|19961231|20010821
CANAHH1|CABLESHARE INC|STOCK|A00591|CAN|CAD|CANAHH1|19961231|20000831
CANAHH2|CABLESHARE INC A|STOCK|A00591|CAN|CAD|CANAHH2|19961231|20000831
CANAHJ2|TRANSALTA CORP|STOCK|A03784|CAN|CAD|CANAHJ2|19961231|20751231
CANAHJ3|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ3|19961231|20010928
CANAHJ4|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ4|19961231|20010928
CANAHJ5|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ5|19961231|20010928
CANAHJ6|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ6|19961231|20010928
CANAHJ7|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ7|19961231|20010928
CANAHJ8|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ8|19961231|20010928
CANAHJ9|TRANSALTA UTILS CORP|STOCK|A03784|CAN|CAD|CANAHJ9|19961231|20010928
CANAHJA|TRANSALTA CORP|STOCK|A03784|CAN|CAD|CANAHJA|19990413|20050302
CANAHJB|TRANSALTA CORP|STOCK|A03784|CAN|CAD|CANAHJB|19991229|20050302
CANAHJE|TRANSALTA CORP|STOCK|A03784|CAN|CAD|CANAHJE|20011129|20070131
CANAHJF|TRANSALTA|STOCK|A03784|CAN|CAD|CANAHJF|20120813|20751231
CANAHK1|CALGRAY CENTRE HLDGS L|STOCK|A69034|CAN|CAD|CANAHK1|19961231|19981231
CANAHM1|CAMBIOR INC|STOCK|A00612|CAN|CAD|CANAHM1|19961231|20061109
CANAHM2|CAMBIOR INC|STOCK|A00612|CAN|CAD|CANAHM2|20020325|20030228
CANAHM3|CAMBIOR INC|STOCK|A00612|CAN|CAD|CANAHM3|20020510|20031121
CANAHN1|CAMBRIDGE SHOPPING CEN|STOCK|A00613|CAN|CAD|CANAHN1|19961231|19990111
CANAHN1|CAMBRIDGE SHOPPING CENTRES LTD|STOCK|A00613|CAN|CAD|CANAHN1|19990112|20010821
CANAHO1|CAMCO INC ONT|STOCK|A00614|CAN|CAD|CANAHO1|19961231|20051003
CANAHS1|CAMPBELL RES INC NEW|STOCK|A00616|CAN|CAD|CANAHS1|19961231|20100524
CANAHV1|CAMPEAU CORP|STOCK|A00619|CAN|CAD|CANAHV1|19961231|19990111
CANAHW1|LAFARGE CDA INC|STOCK|A00621|CAN|CAD|CANAHW1|19961231|20060802
CANAHY1|CAMRECO INC|STOCK|A72089|CAN|CAD|CANAHY1|19961231|19990111
CANAIB1|CANADA MALTING LTD|STOCK|A00627|CAN|CAD|CANAIB1|19961231|19981231
CANAID1|MAPLE LEAF FOODS INC.|STOCK|A00629|CAN|CAD|CANAID1|19961231|19981231
CANAIE1|CANADA TR INCOME INVTS|STOCK|A00630|CAN|CAD|CANAIE1|19961231|20071129
CANAIG1|CANADA SOUTHN PETE LTD|STOCK|A00632|CAN|CAD|CANAIG1|19961231|20061027
CANAIH1|CANADA TUNGSTEN MNG LT|STOCK|A00633|CAN|CAD|CANAIH1|19961231|19990111
CANAII1|CANADEX RES LTD|STOCK|A00635|CAN|CAD|CANAII1|19961231|20080704
CANAIJ1|ROGERS COMMUNICATIONS|STOCK|A32609|CAN|CAD|CANAIJ1|19961231|19990111
CANAIJ1|ROGERS COMMUNICATIONS INC A|STOCK|A32609|CAN|CAD|CANAIJ1|19990112|20041107
CANAIJ1|ROGERS COMMUNICATIONS INC|STOCK|A32609|CAN|CAD|CANAIJ1|20041108|20060514
CANAIJ1|ROGERS COMMUNICATIONS INC A|STOCK|A32609|CAN|CAD|CANAIJ1|20060515|20751231
